date,product_name,category,customer_id,region,quantity,unit_price,revenue,inventory,cost,profit,profit_margin
2024-01-03,Office Chair,Furniture,CUST_0070,Central,1,330.15,330.15,69,198.09,132.05999999999997,40.0
2024-01-03,Standing Desk,Furniture,CUST_0197,North,1,669.7,669.7,29,401.82,267.88000000000005,40.0
2024-01-03,Standing Desk,Furniture,CUST_0081,West,3,531.53,1594.58,38,956.75,637.8299999999999,40.0
2024-01-03,USB-C Hub,Electronics,CUST_0146,East,2,59.47,118.94,187,71.37,47.56999999999999,39.99
2024-01-03,Standing Desk,Furniture,CUST_0102,West,1,604.09,604.09,41,362.46,241.63000000000005,40.0
2024-01-03,Office Chair,Furniture,CUST_0064,Central,2,330.51,661.01,89,396.61,264.4,40.0
2024-01-03,Notebook A4,Stationery,CUST_0150,West,1,5.61,5.61,956,3.37,2.24,39.93
2024-01-03,Pen Set,Stationery,CUST_0057,South,1,11.02,11.02,1166,6.61,4.409999999999999,40.02
2024-01-03,Notebook A4,Stationery,CUST_0194,North,1,4.68,4.68,1125,2.81,1.8699999999999997,39.96
2024-01-03,Wireless Mouse,Electronics,CUST_0041,West,1,49.1,49.1,325,29.46,19.64,40.0
2024-01-03,Pen Set,Stationery,CUST_0098,Central,2,13.41,26.83,1207,16.1,10.729999999999997,39.99
2024-01-03,Webcam HD,Electronics,CUST_0142,North,1,73.47,73.47,187,44.08,29.39,40.0
2024-01-03,Desk Lamp,Furniture,CUST_0175,Central,5,65.72,328.62,139,197.17,131.45000000000002,40.0
2024-01-03,USB-C Hub,Electronics,CUST_0088,North,1,53.64,53.64,294,32.18,21.46,40.01
2024-01-04,USB-C Hub,Electronics,CUST_0117,North,1,62.31,62.31,166,37.38,24.93,40.01
2024-01-04,Cable Manager,Accessories,CUST_0068,Central,10,19.18,191.82,404,115.09,76.72999999999999,40.0
2024-01-04,Office Chair,Furniture,CUST_0028,East,1,398.56,398.56,118,239.13,159.43,40.0
2024-01-04,Desk Lamp,Furniture,CUST_0051,South,1,56.13,56.13,140,33.68,22.450000000000003,40.0
2024-01-04,Monitor 27inch,Electronics,CUST_0139,Central,2,464.79,929.58,72,557.75,371.83000000000004,40.0
2024-01-04,Laptop Pro X1,Electronics,CUST_0126,North,2,1072.16,2144.32,52,1286.59,857.7300000000002,40.0
2024-01-04,Wireless Mouse,Electronics,CUST_0079,South,1,51.56,51.56,264,30.93,20.630000000000003,40.01
2024-01-05,Laptop Pro X1,Electronics,CUST_0146,North,3,1152.4,3457.21,46,2074.32,1382.8899999999999,40.0
2024-01-05,Wireless Mouse,Electronics,CUST_0018,Central,2,46.8,93.61,424,56.16,37.45,40.01
2024-01-05,Office Chair,Furniture,CUST_0122,Central,2,301.78,603.56,94,362.14,241.41999999999996,40.0
2024-01-05,Office Chair,Furniture,CUST_0156,West,1,368.64,368.64,111,221.19,147.45,40.0
2024-01-05,Standing Desk,Furniture,CUST_0194,South,1,626.13,626.13,41,375.68,250.45,40.0
2024-01-05,Cable Manager,Accessories,CUST_0172,East,1,21.15,21.15,490,12.69,8.459999999999999,40.0
2024-01-05,Webcam HD,Electronics,CUST_0116,North,6,90.19,541.16,187,324.69,216.46999999999997,40.0
2024-01-05,Standing Desk,Furniture,CUST_0087,North,3,556.43,1669.29,39,1001.57,667.7199999999999,40.0
2024-01-05,Pen Set,Stationery,CUST_0151,South,1,12.11,12.11,755,7.26,4.85,40.05
2024-01-06,Laptop Pro X1,Electronics,CUST_0162,North,1,1142.05,1142.05,49,685.23,456.81999999999994,40.0
2024-01-06,Standing Desk,Furniture,CUST_0009,East,4,669.68,2678.7,39,1607.22,1071.4799999999998,40.0
2024-01-06,Wireless Mouse,Electronics,CUST_0072,West,1,46.92,46.92,328,28.15,18.770000000000003,40.0
2024-01-06,Standing Desk,Furniture,CUST_0186,Central,1,510.91,510.91,48,306.55,204.36,40.0
2024-01-06,Pen Set,Stationery,CUST_0122,West,3,12.18,36.53,1318,21.92,14.61,39.99
2024-01-06,Standing Desk,Furniture,CUST_0169,West,1,638.19,638.19,36,382.92,255.27000000000004,40.0
2024-01-06,Monitor 27inch,Electronics,CUST_0120,North,4,426.43,1705.72,55,1023.43,682.2900000000001,40.0
2024-01-06,Desk Lamp,Furniture,CUST_0166,North,2,62.84,125.67,127,75.4,50.269999999999996,40.0
2024-01-06,Laptop Pro X1,Electronics,CUST_0087,North,1,1053.72,1053.72,66,632.23,421.49,40.0
2024-01-06,Standing Desk,Furniture,CUST_0138,West,1,685.14,685.14,49,411.09,274.05,40.0
2024-01-06,Office Chair,Furniture,CUST_0072,West,2,391.16,782.33,83,469.4,312.93000000000006,40.0
2024-01-06,Standing Desk,Furniture,CUST_0020,West,2,613.84,1227.69,28,736.61,491.08000000000004,40.0
2024-01-06,Notebook A4,Stationery,CUST_0167,Central,3,4.54,13.63,1721,8.18,5.450000000000001,39.99
2024-01-06,Laptop Pro X1,Electronics,CUST_0193,South,9,1358.57,12227.09,50,7336.25,4890.84,40.0
2024-01-06,Office Chair,Furniture,CUST_0124,South,1,393.56,393.56,75,236.14,157.42000000000002,40.0
2024-01-07,Keyboard Mech,Electronics,CUST_0043,West,1,105.01,105.01,213,63.0,42.010000000000005,40.01
2024-01-07,Laptop Pro X1,Electronics,CUST_0068,West,2,1081.02,2162.03,53,1297.22,864.8100000000002,40.0
2024-01-07,USB-C Hub,Electronics,CUST_0188,Central,1,56.16,56.16,256,33.69,22.47,40.01
2024-01-07,Desk Lamp,Furniture,CUST_0040,South,13,62.07,806.91,138,484.15,322.76,40.0
2024-01-07,USB-C Hub,Electronics,CUST_0015,Central,4,61.23,244.91,348,146.94,97.97,40.0
2024-01-07,Cable Manager,Accessories,CUST_0192,East,3,21.18,63.55,543,38.13,25.419999999999995,40.0
2024-01-07,Laptop Pro X1,Electronics,CUST_0123,Central,4,1311.37,5245.48,67,3147.29,2098.1899999999996,40.0
2024-01-07,Notebook A4,Stationery,CUST_0131,North,7,5.55,38.85,1245,23.31,15.540000000000003,40.0
2024-01-07,Office Chair,Furniture,CUST_0018,South,3,381.32,1143.96,14,686.38,457.58000000000004,40.0
2024-01-08,Keyboard Mech,Electronics,CUST_0146,South,1,106.12,106.12,244,63.67,42.45,40.0
2024-01-08,Pen Set,Stationery,CUST_0159,North,1,12.28,12.28,1103,7.37,4.909999999999999,39.98
2024-01-08,Keyboard Mech,Electronics,CUST_0145,Central,2,94.02,188.04,179,112.82,75.22,40.0
2024-01-08,Monitor 27inch,Electronics,CUST_0053,East,1,386.62,386.62,94,231.97,154.65,40.0
2024-01-08,Standing Desk,Furniture,CUST_0034,East,1,658.07,658.07,41,394.84,263.2300000000001,40.0
2024-01-08,Webcam HD,Electronics,CUST_0193,North,1,86.48,86.48,215,51.89,34.59,40.0
2024-01-08,Laptop Pro X1,Electronics,CUST_0145,North,1,1244.24,1244.24,55,746.54,497.70000000000005,40.0
2024-01-08,Wireless Mouse,Electronics,CUST_0130,East,3,45.55,136.65,398,81.99,54.66000000000001,40.0
2024-01-08,Office Chair,Furniture,CUST_0018,South,11,373.74,4111.14,120,2466.68,1644.4600000000005,40.0
2024-01-08,Monitor 27inch,Electronics,CUST_0113,Central,1,489.85,489.85,67,293.91,195.94,40.0
2024-01-08,Cable Manager,Accessories,CUST_0168,Central,1,19.63,19.63,374,11.78,7.85,39.99
2024-01-08,Laptop Pro X1,Electronics,CUST_0142,East,1,1167.22,1167.22,45,700.33,466.89,40.0
2024-01-09,Desk Lamp,Furniture,CUST_0035,East,3,60.89,182.66,177,109.59,73.07,40.0
2024-01-09,Wireless Mouse,Electronics,CUST_0191,Central,4,51.14,204.56,281,122.74,81.82000000000001,40.0
2024-01-09,Office Chair,Furniture,CUST_0155,South,2,355.71,711.41,111,426.85,284.55999999999995,40.0
2024-01-09,Cable Manager,Accessories,CUST_0176,East,4,19.14,76.54,463,45.93,30.610000000000007,39.99
2024-01-09,Notebook A4,Stationery,CUST_0014,North,1,4.27,4.27,1266,2.56,1.7099999999999995,40.05
2024-01-09,Desk Lamp,Furniture,CUST_0071,North,1,59.54,59.54,116,35.72,23.82,40.01
2024-01-09,Laptop Pro X1,Electronics,CUST_0034,East,1,1196.98,1196.98,59,718.19,478.78999999999996,40.0
2024-01-10,Office Chair,Furniture,CUST_0142,West,1,364.18,364.18,106,218.51,145.67000000000002,40.0
2024-01-10,Notebook A4,Stationery,CUST_0177,South,10,4.81,48.12,1051,28.87,19.249999999999996,40.0
2024-01-10,Notebook A4,Stationery,CUST_0095,Central,1,5.24,5.24,1396,3.14,2.1,40.08
2024-01-10,Notebook A4,Stationery,CUST_0033,North,3,4.36,13.07,1379,7.84,5.23,40.02
2024-01-10,USB-C Hub,Electronics,CUST_0011,East,2,62.26,124.53,303,74.72,49.81,40.0
2024-01-10,Standing Desk,Furniture,CUST_0171,North,3,579.87,1739.61,22,1043.77,695.8399999999999,40.0
2024-01-10,Monitor 27inch,Electronics,CUST_0105,Central,1,509.6,509.6,99,305.76,203.84000000000003,40.0
2024-01-10,Cable Manager,Accessories,CUST_0061,South,7,22.77,159.37,394,95.62,63.75,40.0
2024-01-10,Office Chair,Furniture,CUST_0007,South,1,304.97,304.97,95,182.98,121.99000000000004,40.0
2024-01-10,Cable Manager,Accessories,CUST_0106,South,1,22.07,22.07,473,13.24,8.83,40.01
2024-01-11,USB-C Hub,Electronics,CUST_0180,North,4,58.88,235.51,229,141.31,94.19999999999999,40.0
2024-01-11,Keyboard Mech,Electronics,CUST_0121,South,1,88.79,88.79,176,53.27,35.52,40.0
2024-01-11,Standing Desk,Furniture,CUST_0118,East,1,688.29,688.29,36,412.97,275.31999999999994,40.0
2024-01-11,USB-C Hub,Electronics,CUST_0059,South,4,52.89,211.55,247,126.93,84.62,40.0
2024-01-11,Laptop Pro X1,Electronics,CUST_0103,East,1,1329.03,1329.03,58,797.42,531.61,40.0
2024-01-11,USB-C Hub,Electronics,CUST_0198,East,4,59.14,236.56,201,141.93,94.63,40.0
2024-01-11,Monitor 27inch,Electronics,CUST_0103,Central,6,425.71,2554.24,69,1532.54,1021.6999999999998,40.0
2024-01-11,Monitor 27inch,Electronics,CUST_0030,East,1,435.04,435.04,65,261.03,174.01000000000005,40.0
2024-01-11,Office Chair,Furniture,CUST_0068,North,2,397.31,794.63,86,476.78,317.85,40.0
2024-01-11,Wireless Mouse,Electronics,CUST_0089,East,1,46.78,46.78,425,28.07,18.71,40.0
2024-01-11,Keyboard Mech,Electronics,CUST_0131,North,4,99.92,399.67,264,239.8,159.87,40.0
2024-01-11,Keyboard Mech,Electronics,CUST_0049,East,4,103.31,413.24,210,247.94,165.3,40.0
2024-01-12,Laptop Pro X1,Electronics,CUST_0001,Central,6,1178.95,7073.71,66,4244.22,2829.49,40.0
2024-01-12,Notebook A4,Stationery,CUST_0190,South,1,4.78,4.78,1276,2.87,1.9100000000000001,39.96
2024-01-12,Monitor 27inch,Electronics,CUST_0171,East,1,465.96,465.96,78,279.58,186.38,40.0
2024-01-12,Pen Set,Stationery,CUST_0032,East,3,10.5,31.51,1155,18.91,12.600000000000001,39.99
2024-01-12,Notebook A4,Stationery,CUST_0105,East,12,4.38,52.53,1330,31.52,21.01,40.0
2024-01-13,Keyboard Mech,Electronics,CUST_0142,South,8,103.91,831.32,242,498.79,332.53000000000003,40.0
2024-01-13,Standing Desk,Furniture,CUST_0098,South,2,649.89,1299.77,43,779.86,519.91,40.0
2024-01-13,Pen Set,Stationery,CUST_0104,Central,7,11.73,82.09,1054,49.25,32.84,40.0
2024-01-13,Laptop Pro X1,Electronics,CUST_0054,West,1,1024.09,1024.09,68,614.45,409.6399999999999,40.0
2024-01-13,Pen Set,Stationery,CUST_0083,West,1,10.4,10.4,977,6.24,4.16,40.0
2024-01-13,Webcam HD,Electronics,CUST_0055,Central,2,85.91,171.81,206,103.09,68.72,40.0
2024-01-13,Webcam HD,Electronics,CUST_0189,South,1,91.09,91.09,149,54.66,36.43000000000001,39.99
2024-01-13,Desk Lamp,Furniture,CUST_0132,Central,9,55.02,495.22,152,297.13,198.09000000000003,40.0
2024-01-13,Monitor 27inch,Electronics,CUST_0193,South,10,384.14,3841.41,66,2304.85,1536.56,40.0
2024-01-14,Desk Lamp,Furniture,CUST_0051,South,2,68.45,136.89,139,82.14,54.749999999999986,40.0
2024-01-14,Laptop Pro X1,Electronics,CUST_0122,Central,3,1246.58,3739.75,30,2243.85,1495.9,40.0
2024-01-14,Wireless Mouse,Electronics,CUST_0162,Central,6,46.14,276.83,407,166.1,110.72999999999999,40.0
2024-01-14,Standing Desk,Furniture,CUST_0099,West,1,518.18,518.18,22,310.91,207.26999999999992,40.0
2024-01-14,Keyboard Mech,Electronics,CUST_0168,North,1,88.66,88.66,246,53.19,35.47,40.01
2024-01-14,Wireless Mouse,Electronics,CUST_0057,South,1,44.51,44.51,406,26.71,17.799999999999997,39.99
2024-01-15,Cable Manager,Accessories,CUST_0013,Central,5,18.86,94.29,406,56.57,37.720000000000006,40.0
2024-01-15,Standing Desk,Furniture,CUST_0032,West,1,633.25,633.25,53,379.95,253.3,40.0
2024-01-15,Office Chair,Furniture,CUST_0171,Central,6,395.44,2372.62,51,1423.57,949.05,40.0
2024-01-15,Notebook A4,Stationery,CUST_0194,West,1,4.32,4.32,1046,2.59,1.7300000000000004,40.05
2024-01-15,Pen Set,Stationery,CUST_0130,West,1,13.75,13.75,1155,8.25,5.5,40.0
2024-01-15,Notebook A4,Stationery,CUST_0041,West,1,5.14,5.14,1434,3.08,2.0599999999999996,40.08
2024-01-15,Webcam HD,Electronics,CUST_0064,East,1,77.96,77.96,128,46.77,31.18999999999999,40.01
2024-01-15,Notebook A4,Stationery,CUST_0062,East,6,4.33,26.01,1398,15.6,10.410000000000002,40.02
2024-01-15,Webcam HD,Electronics,CUST_0074,South,8,86.46,691.65,173,414.99,276.65999999999997,40.0
2024-01-15,USB-C Hub,Electronics,CUST_0139,North,1,60.77,60.77,344,36.46,24.310000000000002,40.0
2024-01-15,Office Chair,Furniture,CUST_0099,South,2,397.68,795.35,86,477.21,318.14000000000004,40.0
2024-01-15,Cable Manager,Accessories,CUST_0107,West,3,18.37,55.12,558,33.07,22.049999999999997,40.0
2024-01-16,Monitor 27inch,Electronics,CUST_0107,North,4,452.74,1810.97,50,1086.58,724.3900000000001,40.0
2024-01-16,Standing Desk,Furniture,CUST_0100,Central,5,603.63,3018.15,23,1810.89,1207.26,40.0
2024-01-16,Cable Manager,Accessories,CUST_0098,West,9,22.26,200.34,262,120.2,80.14,40.0
2024-01-16,Laptop Pro X1,Electronics,CUST_0077,West,1,1068.25,1068.25,48,640.95,427.29999999999995,40.0
2024-01-16,Keyboard Mech,Electronics,CUST_0189,Central,1,100.82,100.82,148,60.49,40.32999999999999,40.0
2024-01-16,Pen Set,Stationery,CUST_0125,South,1,10.69,10.69,811,6.41,4.279999999999999,40.04
2024-01-17,USB-C Hub,Electronics,CUST_0008,West,1,61.67,61.67,385,37.0,24.67,40.0
2024-01-17,Monitor 27inch,Electronics,CUST_0104,South,4,451.89,1807.55,45,1084.53,723.02,40.0
2024-01-17,Webcam HD,Electronics,CUST_0160,Central,8,88.7,709.57,226,425.74,283.83000000000004,40.0
2024-01-17,Laptop Pro X1,Electronics,CUST_0152,Central,7,1072.95,7510.63,76,4506.38,3004.25,40.0
2024-01-17,Desk Lamp,Furniture,CUST_0165,West,1,59.26,59.26,141,35.56,23.699999999999996,39.99
2024-01-17,Office Chair,Furniture,CUST_0047,North,1,349.22,349.22,107,209.53,139.69000000000003,40.0
2024-01-17,USB-C Hub,Electronics,CUST_0055,West,1,48.0,48.0,239,28.8,19.2,40.0
2024-01-17,Monitor 27inch,Electronics,CUST_0098,East,1,399.79,399.79,64,239.87,159.92000000000002,40.0
2024-01-17,Keyboard Mech,Electronics,CUST_0021,West,1,85.93,85.93,252,51.56,34.370000000000005,40.0
2024-01-17,Laptop Pro X1,Electronics,CUST_0014,East,1,1342.84,1342.84,67,805.71,537.1299999999999,40.0
2024-01-18,Standing Desk,Furniture,CUST_0200,North,1,540.41,540.41,37,324.24,216.16999999999996,40.0
2024-01-18,Laptop Pro X1,Electronics,CUST_0052,North,1,1083.72,1083.72,57,650.23,433.49,40.0
2024-01-18,Pen Set,Stationery,CUST_0033,West,1,10.94,10.94,1282,6.57,4.369999999999999,39.95
2024-01-18,Desk Lamp,Furniture,CUST_0056,West,3,60.06,180.18,160,108.11,72.07000000000001,40.0
2024-01-18,Cable Manager,Accessories,CUST_0095,South,7,22.24,155.69,400,93.41,62.28,40.0
2024-01-18,Pen Set,Stationery,CUST_0192,North,1,10.42,10.42,911,6.25,4.17,40.02
2024-01-18,Office Chair,Furniture,CUST_0028,Central,1,316.87,316.87,70,190.12,126.75,40.0
2024-01-18,Laptop Pro X1,Electronics,CUST_0148,West,1,1153.37,1153.37,74,692.02,461.3499999999999,40.0
2024-01-19,Keyboard Mech,Electronics,CUST_0051,North,1,81.8,81.8,148,49.08,32.72,40.0
2024-01-19,Pen Set,Stationery,CUST_0161,South,6,12.77,76.61,357,45.97,30.64,39.99
2024-01-19,Wireless Mouse,Electronics,CUST_0078,Central,1,39.7,39.7,266,23.82,15.880000000000003,40.0
2024-01-19,Wireless Mouse,Electronics,CUST_0145,North,1,45.44,45.44,406,27.26,18.179999999999996,40.01
2024-01-19,Monitor 27inch,Electronics,CUST_0170,East,1,385.21,385.21,91,231.13,154.07999999999998,40.0
2024-01-19,Wireless Mouse,Electronics,CUST_0088,North,1,41.1,41.1,223,24.66,16.44,40.0
2024-01-19,Keyboard Mech,Electronics,CUST_0028,West,2,103.24,206.48,170,123.89,82.58999999999999,40.0
2024-01-19,Monitor 27inch,Electronics,CUST_0118,South,2,394.23,788.47,47,473.08,315.39000000000004,40.0
2024-01-19,Keyboard Mech,Electronics,CUST_0134,East,1,93.05,93.05,185,55.83,37.22,40.0
2024-01-19,Pen Set,Stationery,CUST_0138,West,1,11.22,11.22,841,6.73,4.49,40.02
2024-01-20,Webcam HD,Electronics,CUST_0188,Central,1,70.44,70.44,103,42.27,28.169999999999995,39.99
2024-01-20,USB-C Hub,Electronics,CUST_0063,North,1,50.81,50.81,315,30.48,20.330000000000002,40.01
2024-01-20,USB-C Hub,Electronics,CUST_0063,West,6,49.61,297.66,331,178.6,119.06000000000003,40.0
2024-01-20,Pen Set,Stationery,CUST_0098,East,2,10.49,20.98,989,12.59,8.39,39.99
2024-01-20,Laptop Pro X1,Electronics,CUST_0084,South,1,1060.33,1060.33,56,636.2,424.1299999999999,40.0
2024-01-20,Webcam HD,Electronics,CUST_0067,East,6,91.27,547.6,196,328.56,219.04000000000002,40.0
2024-01-20,USB-C Hub,Electronics,CUST_0180,East,3,49.57,148.71,234,89.23,59.480000000000004,40.0
2024-01-20,Notebook A4,Stationery,CUST_0022,South,12,5.64,67.73,1900,40.64,27.090000000000003,40.0
2024-01-20,Cable Manager,Accessories,CUST_0143,South,1,21.62,21.62,371,12.97,8.65,40.01
2024-01-20,Cable Manager,Accessories,CUST_0183,West,1,18.94,18.94,566,11.37,7.570000000000002,39.97
2024-01-20,Webcam HD,Electronics,CUST_0024,East,2,70.76,141.51,173,84.91,56.599999999999994,40.0
2024-01-20,Standing Desk,Furniture,CUST_0063,East,2,561.95,1123.91,42,674.34,449.57000000000005,40.0
2024-01-21,Desk Lamp,Furniture,CUST_0122,Central,1,57.06,57.06,176,34.24,22.82,39.99
2024-01-21,Notebook A4,Stationery,CUST_0191,Central,13,4.35,56.49,1098,33.89,22.6,40.01
2024-01-21,Monitor 27inch,Electronics,CUST_0117,East,3,416.88,1250.63,78,750.38,500.2500000000001,40.0
2024-01-21,USB-C Hub,Electronics,CUST_0031,South,2,59.29,118.59,428,71.15,47.44,40.0
2024-01-21,Monitor 27inch,Electronics,CUST_0138,South,7,429.6,3007.18,81,1804.31,1202.87,40.0
2024-01-21,Standing Desk,Furniture,CUST_0124,East,10,659.51,6595.11,38,3957.07,2638.0399999999995,40.0
2024-01-21,Cable Manager,Accessories,CUST_0195,Central,1,22.63,22.63,474,13.58,9.049999999999999,39.99
2024-01-21,Pen Set,Stationery,CUST_0026,South,4,10.44,41.76,787,25.05,16.709999999999997,40.01
2024-01-21,USB-C Hub,Electronics,CUST_0046,East,4,49.06,196.22,264,117.73,78.49,40.0
2024-01-21,Laptop Pro X1,Electronics,CUST_0033,East,1,1092.59,1092.59,51,655.55,437.03999999999996,40.0
2024-01-21,Laptop Pro X1,Electronics,CUST_0142,East,2,1259.47,2518.94,61,1511.37,1007.5700000000002,40.0
2024-01-22,Cable Manager,Accessories,CUST_0164,West,5,19.35,96.77,603,58.06,38.709999999999994,40.0
2024-01-22,Wireless Mouse,Electronics,CUST_0147,East,1,44.5,44.5,425,26.7,17.8,40.0
2024-01-22,Webcam HD,Electronics,CUST_0088,South,2,85.94,171.89,162,103.13,68.75999999999999,40.0
2024-01-22,Laptop Pro X1,Electronics,CUST_0123,North,2,1158.2,2316.4,58,1389.84,926.5600000000002,40.0
2024-01-22,Wireless Mouse,Electronics,CUST_0019,Central,2,50.49,100.97,460,60.58,40.39,40.0
2024-01-22,Desk Lamp,Furniture,CUST_0039,South,4,53.51,214.03,105,128.42,85.61000000000001,40.0
2024-01-22,Pen Set,Stationery,CUST_0022,South,2,12.43,24.86,1009,14.92,9.94,39.98
2024-01-22,Wireless Mouse,Electronics,CUST_0107,Central,1,40.3,40.3,331,24.18,16.119999999999997,40.0
2024-01-22,Pen Set,Stationery,CUST_0058,Central,4,11.09,44.38,1033,26.63,17.750000000000004,40.0
2024-01-23,Keyboard Mech,Electronics,CUST_0114,East,5,83.9,419.52,231,251.71,167.80999999999997,40.0
2024-01-23,Pen Set,Stationery,CUST_0079,Central,1,10.66,10.66,1149,6.4,4.26,39.96
2024-01-23,Pen Set,Stationery,CUST_0190,North,3,11.03,33.08,965,19.85,13.229999999999997,39.99
2024-01-23,Standing Desk,Furniture,CUST_0068,North,3,639.61,1918.82,38,1151.29,767.53,40.0
2024-01-23,Office Chair,Furniture,CUST_0142,North,1,323.94,323.94,50,194.36,129.57999999999998,40.0
2024-01-23,Office Chair,Furniture,CUST_0177,Central,56,316.57,17727.79,116,10636.68,7091.110000000001,40.0
2024-01-23,Webcam HD,Electronics,CUST_0060,East,8,79.09,632.71,118,379.62,253.09000000000003,40.0
2024-01-23,Cable Manager,Accessories,CUST_0117,North,2,17.92,35.84,199,21.5,14.340000000000003,40.01
2024-01-23,Desk Lamp,Furniture,CUST_0068,Central,6,51.33,307.96,136,184.77,123.18999999999997,40.0
2024-01-24,Desk Lamp,Furniture,CUST_0051,West,7,63.54,444.78,163,266.87,177.90999999999997,40.0
2024-01-24,Wireless Mouse,Electronics,CUST_0166,South,2,46.03,92.06,314,55.24,36.82,40.0
2024-01-24,USB-C Hub,Electronics,CUST_0019,North,4,53.75,214.99,339,129.0,85.99000000000001,40.0
2024-01-24,Office Chair,Furniture,CUST_0153,Central,5,400.91,2004.54,86,1202.72,801.8199999999999,40.0
2024-01-24,USB-C Hub,Electronics,CUST_0120,East,7,48.81,341.65,276,204.99,136.65999999999997,40.0
2024-01-24,Cable Manager,Accessories,CUST_0070,Central,1,20.55,20.55,321,12.33,8.22,40.0
2024-01-24,Notebook A4,Stationery,CUST_0021,Central,1,4.33,4.33,1703,2.6,1.73,39.95
2024-01-24,Laptop Pro X1,Electronics,CUST_0189,East,7,1213.46,8494.24,75,5096.54,3397.7,40.0
2024-01-24,Pen Set,Stationery,CUST_0024,South,1,11.45,11.45,1125,6.87,4.579999999999999,40.0
2024-01-24,Desk Lamp,Furniture,CUST_0148,Central,1,55.04,55.04,89,33.03,22.009999999999998,39.99
2024-01-24,Laptop Pro X1,Electronics,CUST_0173,East,1,1070.71,1070.71,88,642.43,428.2800000000001,40.0
2024-01-24,Pen Set,Stationery,CUST_0194,South,1,13.49,13.49,1062,8.1,5.390000000000001,39.96
2024-01-24,Webcam HD,Electronics,CUST_0114,East,3,81.93,245.8,185,147.48,98.32000000000002,40.0
2024-01-24,Office Chair,Furniture,CUST_0112,West,17,306.46,5209.85,103,3125.91,2083.9400000000005,40.0
2024-01-24,Wireless Mouse,Electronics,CUST_0105,East,2,45.03,90.06,348,54.04,36.02,40.0
2024-01-24,Monitor 27inch,Electronics,CUST_0042,East,6,410.84,2465.02,70,1479.01,986.01,40.0
2024-01-25,Keyboard Mech,Electronics,CUST_0074,West,1,81.79,81.79,242,49.07,32.720000000000006,40.0
2024-01-25,Notebook A4,Stationery,CUST_0023,East,1,5.41,5.41,1368,3.25,2.16,39.93
2024-01-25,USB-C Hub,Electronics,CUST_0198,West,1,55.4,55.4,205,33.24,22.159999999999997,40.0
2024-01-25,Notebook A4,Stationery,CUST_0001,Central,1,4.48,4.48,2022,2.69,1.7900000000000005,39.96
2024-01-25,Webcam HD,Electronics,CUST_0049,Central,8,88.68,709.46,227,425.68,283.78000000000003,40.0
2024-01-25,Monitor 27inch,Electronics,CUST_0128,West,1,469.44,469.44,81,281.66,187.77999999999997,40.0
2024-01-25,Laptop Pro X1,Electronics,CUST_0141,South,1,1029.14,1029.14,44,617.48,411.6600000000001,40.0
2024-01-25,USB-C Hub,Electronics,CUST_0179,West,1,47.2,47.2,203,28.32,18.880000000000003,40.0
2024-01-26,Wireless Mouse,Electronics,CUST_0162,Central,1,38.52,38.52,389,23.11,15.410000000000004,40.01
